review_id,order_id,customer_id,rating,review_text,sentiment,clean_text,vader_sentiment
RV04129,O08236,C00687,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04130,O08033,C00247,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV04131,O05034,C01688,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV04132,O06800,C01756,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04133,O09674,C00354,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04134,O02336,C01746,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04135,O09599,C00294,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV04136,O06837,C00576,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04137,O00236,C00207,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04138,O02469,C01363,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04139,O07439,C01840,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04140,O00071,C00956,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04141,O05131,C00197,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04142,O06002,C01572,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV04143,O07628,C01601,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04144,O06521,C01221,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV04145,O05052,C01219,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04146,O08923,C00004,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04147,O04041,C01982,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04148,O05401,C00395,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04149,O07082,C01792,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04150,O07251,C00502,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04151,O04045,C00819,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04152,O02384,C01764,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04153,O00787,C01393,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04154,O08630,C00874,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04155,O08575,C01217,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04156,O08568,C00172,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV04157,O07422,C00746,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04158,O08989,C00762,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04159,O07042,C00701,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04160,O04115,C01935,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04161,O00657,C01746,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04162,O06150,C01958,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV04163,O02849,C00717,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04164,O09677,C01043,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04165,O01126,C01913,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04166,O09132,C01664,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04167,O02605,C01780,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04168,O00921,C01428,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04169,O01819,C01543,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04170,O05063,C01756,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04171,O04019,C01637,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04172,O01285,C01061,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04173,O08170,C00444,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV04174,O02179,C01626,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04175,O00476,C01238,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV04176,O04163,C00332,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV04177,O04500,C01011,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04178,O01149,C00166,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04179,O07629,C01456,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04180,O03510,C00335,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04181,O09034,C00412,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04182,O02139,C01321,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04183,O05948,C00801,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04184,O02417,C00473,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04185,O04998,C00274,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04186,O04699,C01952,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04187,O00383,C01457,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV04188,O05888,C00067,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV04189,O07822,C01113,4,Really good experience overall.,Positive,really good experience overall,Positive
RV04190,O06492,C00330,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04191,O05799,C00567,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV04192,O01130,C01129,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV04193,O07074,C00954,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04194,O00082,C00279,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04195,O01640,C01028,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV04196,O05319,C00519,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV04197,O08096,C00356,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV04198,O04022,C01566,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV04199,O03308,C00079,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV04200,O03893,C01110,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV04201,O01428,C00557,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV04202,O00984,C00913,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV04203,O09261,C00590,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV04204,O05437,C00960,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV04205,O02714,C00286,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
